"slno","gx","gy","gz","ax","ay","az",,"	"
1,-0.16793893129771,0.206106870229008,0.206106870229008,-0.89990234375,-0.270263671875,0.2099609375,,
2,-0.122137404580153,0.274809160305343,-1.16030534351145,-0.774169921875,-0.340576171875,-0.6064453125,,
3,0.015267175572519,3.69465648854962,-0.236641221374046,-0.740966796875,-0.144775390625,0.43603515625,,
4,3.05343511450382,1.52671755725191,-0.847328244274809,-0.480224609375,-0.5869140625,0.008056640625,,
5,0.175572519083969,-0.435114503816794,0.038167938931298,-0.95263671875,-0.051025390625,-0.0888671875,,
6,-0.816793893129771,-3.58015267175573,-8.49618320610687,-1.42578125,-0.061279296875,-0.157958984375,,
7,-0.068702290076336,1.63358778625954,-1.90839694656489,-0.821533203125,-0.3291015625,0.400146484375,,
8,-0.641221374045801,-2.61832061068702,1.19847328244275,-0.785888671875,-0.2275390625,0.2158203125,,
9,1.00763358778626,1.6412213740458,-1.10687022900763,-0.993408203125,0.038818359375,0.03857421875,,
10,-0.198473282442748,3.21374045801527,1.50381679389313,-1.15673828125,-0.31103515625,0.173095703125,,
11,4.12977099236641,3.7175572519084,-2.55725190839695,-0.824951171875,-0.288330078125,0.233642578125,,
12,-0.534351145038168,0.908396946564885,0.954198473282443,-1.1142578125,-0.105712890625,-0.186279296875,,
13,-0.190839694656489,3.29770992366412,4.55725190839695,-0.347900390625,-0.600341796875,-0.0029296875,,
14,0.961832061068702,1.25954198473282,-0.519083969465649,-1.152099609375,-0.357421875,0.2529296875,,
15,1.3206106870229,1.45801526717557,-0.366412213740458,-0.66064453125,-0.396728515625,0.36376953125,,
16,-0.145038167938931,-1.51145038167939,-1.00763358778626,-0.989501953125,-0.232177734375,-0.186767578125,,
17,-2.09923664122137,0.374045801526718,-2.09923664122137,-1.092041015625,0.052734375,0.000244140625,,
18,-0.839694656488549,0.076335877862596,0.732824427480916,-1.59619140625,-0.08837890625,-0.050048828125,,
