slno,gx,gy,gz,ax,ay,az
135,-5.770992366,13.45038168,-0.007633587786,-1.055419922,-1.247802734,-0.05395507813
136,-5.694656489,1.152671756,-0.6870229008,-0.1340332031,-0.5009765625,0.154296875
137,2.908396947,-6.86259542,-16.98473282,-0.1252441406,-0.1467285156,0.3459472656
138,5.244274809,3.824427481,2.847328244,-0.3381347656,2,0.537109375
139,12.38167939,-14.61832061,0.6183206107,-1.109619141,0.5119628906,1.085449219
140,2.442748092,-2.259541985,-8.633587786,-0.01391601563,-0.8659667969,0.1892089844
141,6.045801527,-5.305343511,6.022900763,0.002685546875,0.16796875,-0.2868652344
142,-13.59541985,0.5038167939,1.603053435,-0.4135742188,-1.365722656,0.1564941406
143,5.435114504,-16.03053435,-1.633587786,-0.3156738281,-0.4260253906,-0.3525390625
144,-15.38931298,-9.381679389,2.473282443,-0.2565917969,-0.3210449219,0.05517578125
145,-1.328244275,5.053435115,7.687022901,-0.423828125,-0.02734375,0.5727539063
146,3.625954198,3.267175573,-0.7022900763,-0.6242675781,-0.4020996094,-0.3896484375
147,13.08396947,-2.854961832,-8.572519084,-0.0390625,-0.1267089844,0.498046875
148,25.80152672,-14.09923664,-25.07633588,0.294921875,-0.6716308594,-0.49609375
149,-21.10687023,19.9389313,4.816793893,-0.7495117188,-0.4494628906,-0.06762695313
150,-1.572519084,2.946564885,1.282442748,-0.03442382813,-1.001953125,0.2897949219
151,1.541984733,9.465648855,-5.748091603,-0.03955078125,-1.0546875,0.2932128906
152,3.450381679,0.2595419847,19.55725191,0.1987304688,0.7814941406,-0.6520996094
153,2.977099237,11.16030534,-5.717557252,-0.2814941406,-0.6225585938,0.263671875
154,-3.526717557,-1.641221374,-5.832061069,-0.7316894531,-1.469482422,0.384765625
155,-0.7480916031,23.06870229,-6.122137405,-0.9602050781,-0.8796386719,-0.4001464844
156,-5.053435115,3.20610687,-7.41221374,-0.6728515625,-1.510742188,0.7399902344
157,-10.25954198,9.839694656,15.76335878,0.05126953125,2,0.06030273438
158,-7.465648855,-0.358778626,-4.564885496,2,-0.4753417969,1.262695313
159,-8.847328244,-7.625954198,-6.709923664,0.41796875,2,-0.5974121094
160,3.259541985,-3.763358779,-5.648854962,-0.1215820313,-1.332519531,0.2155761719
161,-0.8702290076,-11.12977099,9.72519084,-0.1342773438,-0.1928710938,-0.5617675781
162,-6.755725191,-15.6870229,-10.65648855,0.1938476563,-0.5163574219,-0.392578125
163,-25.64885496,26.96946565,-4.458015267,-0.4670410156,-1.231445313,0.1948242188
164,1.702290076,0.9007633588,-1.618320611,-0.8811035156,-0.9721679688,-0.2443847656
165,-2.099236641,3.099236641,-6.328244275,-0.5812988281,-0.5859375,-0.08227539063
166,13.2519084,5.114503817,1.099236641,-1.368652344,-1.380126953,-0.1391601563
167,6.030534351,9.297709924,-17.49618321,-1.098144531,0.04663085938,1.717529297
168,12.48854962,-11.11450382,9.244274809,-1.877929688,-0.1743164063,1.515380859
169,-1.770992366,5.404580153,-3.732824427,-0.2839355469,-1.065673828,0.6325683594
170,-0.4198473282,1.79389313,5.442748092,-0.19921875,-1.284667969,0.1708984375
171,0.9160305344,4.496183206,-7.625954198,-0.4150390625,-0.8754882813,0.5163574219
172,7.13740458,-4.351145038,9.381679389,-0.7229003906,-0.3666992188,-0.1821289063
173,-2.709923664,-4.083969466,-4.671755725,0.01098632813,-0.7509765625,0.004150390625
174,17.98473282,14.9389313,12.05343511,0.2116699219,0.08471679688,-0.2653808594
175,6.366412214,-3.549618321,-7.320610687,-0.5581054688,-0.6779785156,-0.1994628906
176,-6.664122137,4.778625954,1.702290076,-0.8312988281,-1.100341797,-0.2592773438
177,-8.20610687,6.541984733,-10.91603053,-0.60546875,2,-0.002685546875
178,15.61068702,5.86259542,12.48854962,-1.337890625,0.94921875,-1.451904297
179,-17.16030534,2.381679389,11.21374046,-0.7827148438,-0.7790527344,-0.2487792969
180,-7.198473282,2.824427481,0.1221374046,0.06640625,-0.2717285156,-0.060546875
181,-3.419847328,-5,7.106870229,-0.3989257813,-0.1613769531,0.8352050781
182,5.648854962,0.5267175573,15.87022901,-0.087890625,0.1909179688,-0.4250488281
183,-9.458015267,-5.282442748,7.152671756,0.08862304688,-0.1591796875,-0.5798339844
184,0.5267175573,-7.65648855,3.79389313,-1.990966797,0.03637695313,-0.3391113281
185,-3.603053435,5.076335878,-3.694656489,-0.6687011719,-0.8623046875,-0.2194824219
186,-0.8244274809,8.709923664,2.129770992,-0.7265625,-1.853271484,-0.2641601563
187,-5.801526718,3.694656489,7.435114504,-0.1667480469,-0.8256835938,-0.3200683594
188,-5.641221374,2,-5.954198473,0.3916015625,-0.564453125,0.2473144531
189,-21.92366412,12.83969466,11.85496183,-0.03125,-1.565917969,-0.5986328125
190,-3.229007634,-1.282442748,4.79389313,0.1953125,-1.173339844,-0.3129882813
191,1.503816794,-2.030534351,3.450381679,-0.08227539063,-0.7446289063,0.2946777344
192,7.396946565,7.633587786,0.7099236641,-0.0439453125,2,0.07568359375
193,8.969465649,-24.10687023,13.61068702,-0.2912597656,-0.572265625,0.1950683594
194,-3.79389313,2.694656489,0.3511450382,-0.3732910156,-1.323486328,-0.7072753906
195,3.221374046,-9.992366412,4.893129771,-0.7260742188,-0.8835449219,-0.2639160156
196,0.2595419847,0.4503816794,1.282442748,-0.5012207031,-0.7197265625,-0.07080078125
197,-0.9160305344,-1.229007634,3.221374046,0.01391601563,-0.9826660156,0.05615234375
198,-4.396946565,-12.17557252,10.06870229,-0.6943359375,0.04858398438,-0.7521972656
199,12.33587786,-5.41221374,-7.34351145,0.4184570313,-0.1640625,-0.4194335938
200,6.526717557,-15.05343511,2.717557252,0.1401367188,-1.714355469,0.3349609375
201,-0.1908396947,-0.6030534351,2.267175573,-0.04614257813,-0.2602539063,0.2780761719
202,-12.02290076,4.473282443,15.45038168,-0.1528320313,-0.8386230469,0.3881835938
203,-17.86259542,15.81679389,17.13740458,0.1264648438,-0.6257324219,0.9560546875
204,17.27480916,-13.3740458,-7.946564885,-0.3674316406,-0.2172851563,0.3598632813
205,-9.954198473,-9.916030534,-1.312977099,-1.294433594,-1.333740234,1.788330078
206,7.93129771,-2.358778626,-10.54961832,-0.666015625,-0.7741699219,-0.01000976563
207,5.030534351,-5.709923664,-2.267175573,-0.880859375,-0.3659667969,-0.1381835938
208,-3.305343511,3.229007634,-5.381679389,1.513427734,-1.000244141,-1.065185547
209,4.58778626,5.519083969,-7.709923664,0.0927734375,-1.869628906,-0.7692871094
210,4.633587786,-2,8.114503817,0.09521484375,-0.12109375,-0.2536621094
211,1.801526718,-0.9312977099,1.045801527,-0.2099609375,-0.7795410156,0.08715820313
212,5.083969466,-4.267175573,-6.442748092,-0.3947753906,-1.394775391,-0.078125
213,-6.442748092,19.09923664,32.03816794,-0.7416992188,-0.1208496094,-0.7058105469
214,-0.7175572519,-6.442748092,-8.335877863,-0.5390625,-0.4621582031,-0.05078125
215,13.47328244,-3.908396947,-4.702290076,-0.6354980469,-0.7575683594,0.04638671875
216,2.496183206,2.473282443,-1.320610687,-0.9885253906,-1.464355469,-0.0693359375
217,-2.541984733,13.09160305,2.893129771,-0.3171386719,-1.126708984,-0.5642089844
218,5.496183206,-16.13740458,-24.22900763,0.5593261719,1.118164063,-1.559082031
219,-1.496183206,1.374045802,12.18320611,-0.08569335938,0.3161621094,-0.4904785156
220,16.72519084,-6.022900763,15.61832061,-0.6994628906,-0.5026855469,0.4973144531
221,4.900763359,-10.77099237,2.129770992,0.06787109375,-0.6140136719,0.2666015625
222,7.083969466,-5.93129771,6.190839695,-0.09887695313,-0.2668457031,-0.08764648438
223,-11.12977099,2.65648855,-12.83206107,0.5969238281,2,0.3181152344
224,0.3053435115,13.63358779,-17.04580153,-0.16796875,-1.147216797,0.2585449219
225,1,7.450381679,15.9389313,-1.016601563,-0.0595703125,1.34765625
226,-1.717557252,4.27480916,5.190839695,-0.7192382813,-0.8344726563,0.01171875
227,-0.6946564885,-3.923664122,-3.877862595,-0.4155273438,-0.9826660156,0.3720703125
228,4.114503817,-3.34351145,-23.78625954,0.4675292969,-0.8879394531,0.06420898438
229,-12.15267176,12.08396947,2.755725191,0.7734375,2,0.3151855469
230,-8.65648855,2.335877863,-12.08396947,0.181640625,2,-0.2443847656
231,3.824427481,6.251908397,7.267175573,0.0029296875,-1.5,-0.7861328125
232,-1.786259542,0.1374045802,0.1374045802,-0.091796875,-0.9943847656,0.2451171875
233,-1.007633588,-4.770992366,2.580152672,-0.1293945313,0.2270507813,-0.2265625
234,-2.549618321,-2.755725191,-0.2671755725,-0.9262695313,-1.663330078,-0.03393554688
235,-1.297709924,11.30534351,15.29007634,-0.7150878906,-1.462890625,-0.1494140625
236,-12.74045802,-0.1755725191,-12.74045802,-0.9599609375,-1.975097656,0.8010253906
237,1.832061069,1.106870229,0.9847328244,-0.5173339844,-0.9877929688,-0.2646484375
238,-7.351145038,3.564885496,-9,-0.3586425781,2,0.3464355469
239,-0.2290076336,1.129770992,-8.007633588,-0.7141113281,-1.703125,1.657470703
240,12.03053435,-13.96183206,6,0.02294921875,-0.6320800781,-0.5495605469
241,-13.96946565,-9.160305344,-0.09923664122,-0.0224609375,-0.2788085938,1.275146484
242,1.519083969,-1.167938931,-7.396946565,0.1403808594,-1.062744141,0.4755859375
243,-1.511450382,-3.671755725,-6.72519084,-0.6362304688,-1.813964844,0.1821289063
244,-3.755725191,11.02290076,11.0610687,-0.1245117188,-0.845703125,0.6057128906
245,-10.7480916,1.152671756,11.99236641,-0.03930664063,-1.650634766,-0.4291992188
246,-7.389312977,-0.9694656489,-0.8396946565,-0.6789550781,-1.427978516,1.390563965
247,-12.21374046,3.541984733,-2.664122137,0.1066894531,-1.630371094,0.5751953125
248,1.503816794,-0.3053435115,3.641221374,-0.2873535156,-0.1831054688,0.1518554688
249,-14.50381679,9.709923664,-10.54198473,-1.294677734,2,0.7531738281
250,3.366412214,-3.595419847,8.832061069,0.05126953125,-0.2768554688,0.1794433594
251,0.3282442748,-9.664122137,-7.045801527,0.080078125,-0.6535644531,1.077148438
252,-14.75572519,7.167938931,3.122137405,0.03857421875,-1.122558594,0.1362304688
253,-1.419847328,-0.8015267176,2.916030534,-0.09497070313,-1.019287109,0.1296386719
254,-0.1832061069,3.534351145,0.4580152672,-0.07739257813,-0.7387695313,-0.2578125
255,8.114503817,-2.381679389,-11.00763359,-0.5651855469,-0.3605957031,0.15234375
256,-6.435114504,13.60305344,-0.3664122137,-0.830078125,-0.6484375,0.7355957031
257,1.946564885,3.190839695,-3.572519084,-0.154296875,-1.03515625,-0.2104492188
258,-4.236641221,5.20610687,-1.061068702,-1.999755859,-0.6064453125,-0.08203125
259,-4.160305344,5.694656489,-4.381679389,-0.4741210938,-0.8000488281,-0.02221679688
260,2.717557252,-2.435114504,-12.35877863,-1.28125,-0.08032226563,0.07299804688
261,-12.42748092,-1.465648855,-5.816793893,-0.3110351563,-1.291259766,-0.9521484375
262,11.87022901,6.129770992,4.946564885,-0.283203125,-0.6037597656,-1.075927734
263,-2.564885496,-1.641221374,-0.3053435115,-0.0556640625,-0.6604003906,0.181640625
264,2.366412214,-6.267175573,-18.80152672,-0.1169433594,-1.989013672,0.3530273438
265,-0.9694656489,-17.58778626,-16.15267176,0.2849121094,-1.906738281,0.2963867188
266,-0.8167938931,2.755725191,5.351145038,-0.1604003906,-0.2526855469,-0.2275390625
267,6.122137405,-3.351145038,12.96183206,-0.3005371094,-0.01098632813,-0.4975585938
268,-12.1221374,3.358778626,3.877862595,-0.2917480469,-0.2563476563,0.9360351563
269,2.93129771,7.732824427,-9.748091603,-0.3818359375,-0.4853515625,-0.2639160156
270,-4.778625954,-3.763358779,0.572519084,0.02075195313,2,0.5056152344
271,-13.25954198,13.3129771,-5.221374046,-0.02709960938,-1.700683594,-0.1899414063
272,-1.167938931,8.79389313,-6.213740458,0.1081542969,-0.6713867188,-1.068359375
273,1.34351145,-15.5648855,-2.061068702,-0.9611816406,0.02221679688,0.7790527344
274,3.732824427,3.061068702,4.86259542,0.2131347656,-0.3828125,0.033203125
275,7.167938931,-5.526717557,-3.969465649,-0.1350097656,-1.173095703,0.2873535156
276,2.549618321,-11.25954198,-4.358778626,-0.2814941406,-0.1372070313,-0.072265625
277,-9.809160305,-6.79389313,14.04580153,-0.2258300781,-0.2358398438,0.8786621094
278,-2.839694656,-1.022900763,-2.648854962,-0.6315917969,2,-0.03540039063
279,7.603053435,-7.083969466,3.763358779,-0.6335449219,-0.5725097656,-0.05078125
280,1.030534351,7.65648855,-5.175572519,-0.6499023438,-0.7717285156,-0.2036132813
281,-9.717557252,12.51145038,2.885496183,-0.02172851563,2,-1.760253906
282,-12.95419847,11.23664122,5.709923664,0.08642578125,-1.925292969,-0.9753417969
283,0.7175572519,9.229007634,5.312977099,2,-1.594970703,-0.474609375
284,-30.53435115,25.38167939,-9.694656489,0.01635742188,-1.635986328,-0.1638183594
285,2.58778626,-4.381679389,7.916030534,0.1833496094,-0.3325195313,0.2983398438
286,2.58778626,-6.175572519,5.709923664,-0.004150390625,-0.1086425781,-0.2106933594
287,-2.503816794,2.419847328,6.20610687,0.486328125,0.5795898438,0.0234375
288,-18.64122137,-4.381679389,-0.5572519084,-1.465820313,2,0.00927734375
289,2.145038168,8.732824427,11.61068702,-0.3579101563,0.236328125,0.4645996094
290,-9.480916031,-6.86259542,2.687022901,-0.5463867188,-0.8427734375,-0.2023925781
291,-0.9389312977,-3.824427481,10.20610687,-0.3051757813,-0.2082519531,0.09008789063
292,1.992366412,1.618320611,0.5954198473,-0.2585449219,-1.311523438,-0.3596191406
293,13.83969466,-1.396946565,-17.48854962,-0.6430664063,-0.611328125,-0.2702636719
294,4.694656489,10.93129771,4.267175573,0.8103027344,-0.671875,-0.03393554688
295,-13.59541985,11.45038168,-17.87022901,0.6333007813,-0.75,-0.3098144531
296,-30.97709924,1.175572519,-6.809160305,-0.4497070313,-1.486816406,0.6264648438
297,-0.5572519084,-1.381679389,4.015267176,0.06713867188,-0.806640625,0.2568359375
298,14.64122137,-0.8396946565,-1.709923664,-0.1391601563,-0.03344726563,-0.1364746094
299,4.900763359,10.57251908,8.755725191,-0.09204101563,-0.7072753906,0.427734375
300,13.40458015,-4.267175573,-0.03053435115,-0.2983398438,-0.06274414063,1.999938965
301,-0.9007633588,8.801526718,1.885496183,0.7568359375,-0.2377929688,-1.171142578
302,-9.916030534,9.175572519,4.885496183,-0.06982421875,-0.2177734375,-0.4279785156
303,6.076335878,20.24427481,-29.14503817,-0.2197265625,-1.230957031,-0.2160644531
304,-4.610687023,-5.34351145,-1.259541985,0.1640625,-1.203857422,0.55859375
305,12.27480916,-14.94656489,-1.877862595,0.6032714844,-0.04248046875,0.5354003906
306,-5.557251908,21.2519084,-1.755725191,0.6091308594,-0.5339355469,-0.7670898438
307,13.42748092,-1.58778626,16.38931298,-0.1892089844,-0.6599121094,0.2604980469
308,-2.442748092,-0.3893129771,4.832061069,0.00390625,-1.074951172,0.2475585938
309,-24.89312977,1.992366412,-1.72519084,-0.3898925781,-1.672851563,1.900878906
310,-1.007633588,0.2977099237,-24.55725191,-0.9108886719,-1.720458984,0.490234375
311,-13.57251908,-4.328244275,0.06870229008,0.5458984375,-0.37890625,0.2707519531
312,-2.534351145,-0.06870229008,0.07633587786,0.1538085938,-0.8833007813,0.7666015625
313,4.221374046,3.58778626,0.8244274809,-0.9775390625,2,-0.1291503906
314,3.244274809,-0.9160305344,1.419847328,-0.6352539063,-1.427978516,-0.2214355469
315,16.86259542,-5.27480916,-1.396946565,-1.984436035,-1.111328125,1.999938965
316,10.09160305,-4.396946565,-0.4961832061,-1.989990234,-0.08862304688,1.725097656
317,2.992366412,-9.893129771,-10.72519084,-0.5786132813,-1.470214844,-0.857421875
318,-10.80152672,0.3282442748,3.20610687,0.2770996094,-0.2917480469,1.895507813
319,-4.801526718,-1.473282443,4.870229008,0.06884765625,-1.285400391,0.232421875
320,-6.396946565,12.67938931,17.54198473,-0.09399414063,-0.1479492188,-0.3842773438
321,-9.038167939,11.09923664,-9.183206107,-1.992919922,2,0.8251953125
322,12.85496183,17.98473282,-3.770992366,-0.3762207031,-1.428222656,-0.3688964844
